district,school,county,grades,students,teachers,calworks,lunch,computer,expenditure,income,english,read,math
66423,Anaheim Elementary,orange,KK-06,20927,953.5,10.911399841308594,82.3926010131836,1048,4969.1806640625,13.400625228881836,58.21665573120117,629.5999755859375,636.70001220703125
66589,Magnolia Elementary,Orange,KK-06,6518,332.1000061035156,12.27910041809082,71.0238037109375,499,5172.01953125,14.242900848388672,43.494937896728516,638.5,643
66456,Buena Park Elementary,Orange,KK-08,5620,267,10.309499740600586,55.09389877319336,316,5002.8388671875,15.051375389099121,36.17437744140625,644,649.4000244140625
66746,Westminster Elementary,ORANGE,KK-08,9775,484.5,13.043000221252441,62.50389862060547,1218,5337.62548828125,15.413176536560059,44.971866607666016,645.5999755859375,648.20001220703125
66696,Savanna Elementary,orange,KK-06,2409,108.66000366210938,8.15149974822998,52.120201110839844,354,5100.9755859375,14.25857162475586,27.521791458129883,646,652.29998779296875
66506,Fullerton Elementary,Orange,KK-08,12567,546.04998779296875,7.6230998039245605,40.39950180053711,1099,4603.65966796875,17.822999954223633,27.540382385253906,651.5999755859375,652.5999755859375
66472,Centralia Elementary,Orange,KK-06,5205,242.5,8.318900108337402,37.291099548339844,474,4954.46630859375,15.749917030334473,22.939481735229492,655.0999755859375,660.5
66613,Ocean View Elementary,orange,KK-08,9850,489.29998779296875,3.3350000381469727,30.643699645996094,1113,5081.45556640625,20.875749588012695,18.55837631225586,663.70001220703125,665.79998779296875
66530,Huntington Beach City Elementary,Orange,KK-08,6601,305,1.1967999935150146,15.088600158691406,706,4747.2958984375,25.030000686645508,6.908044338226318,668,664
66480,Cypress Elementary,Orange,KK-06,4734,232.75,2.607800006866455,19.372499465942383,586,4922.93994140625,18.82723045349121,10.857625961303711,665.5,672.4000244140625
66498,Fountain Valley Elementary,orange,KK-08,6257,288.6300048828125,2.1635000705718994,15.512800216674805,930,4889.47998046875,21.09575080871582,8.726226806640625,671.20001220703125,671.29998779296875
