district,school,county,grades,students,teachers,calworks,lunch,computer,expenditure,income,english,read,math
67819,Ontario-Montclair Elementary,San Bernardino,KK-08,25151,1186.699951171875,17.44260025024414,80.19560241699219,1713,5117.03955078125,11.722225189208984,49.82307052612305,625.4000244140625,626.79998779296875
67694,Cucamonga Elementary,SAN BERNARDINO,KK-08,2660,140.1199951171875,15.760100364685059,74.85099792480469,259,5267.8310546875,14.46780014038086,25.22556495666504,637.79998779296875,632.0999755859375
75051,Lucerne Valley Unified,san_bernardino,KK-08,1114,57.70000076293945,29.446800231933594,62.212799072265625,277,5929.80908203125,8.895999908447266,1.7953321933746338,645.4000244140625,627.79998779296875
67587,Adelanto Elementary,San Bernardino,KK-08,4501,227.85000610351563,19.12969970703125,63.90549850463867,597,5356.83349609375,8.383999824523926,17.973783493041992,639.9000244140625,638.79998779296875
67918,Victor Elementary,San Bernardino,KK-06,8294,371.1000061035156,23.197500228881836,51.56740188598633,1295,4948.8681640625,12.549882888793945,10.127802848815918,645.0999755859375,652.79998779296875
67645,Central Elementary,San Bernardino,KK-08,5068,240.10000610351563,7.063899993896484,34.23440170288086,626,4843.42724609375,15.331000328063965,6.649565696716309,655.9000244140625,655.79998779296875
67702,Etiwanda Elementary,san bernardino,KK-08,6437,278.8399963378906,2.516700029373169,17.150800704956055,622,4023.53173828125,15.779000282287598,2.4856300354003906,658.5,657.29998779296875
67785,Mountain View Elementary,San Bernardino,KK-08,3182,153.1999969482422,3.5304999351501465,26.943300247192383,328,4777.5126953125,12.899999618530273,8.956631660461426,654.70001220703125,662.5
67595,Alta Loma Elementary,San Bernardino,KK-08,7710,327.29998779296875,4.4721999168396,15.929900169372559,814,4709.05419921875,18.62019920349121,3.255512237548828,663.4000244140625,665.4000244140625
67736,Helendale Elementary,san bernardino,KK-08,580,29.440000534057617,11.896599769592285,30.172399520874023,114,5179.64453125,15.29699993133545,3.965517044067383,656.20001220703125,674.20001220703125
