district,school,county,grades,students,teachers,calworks,lunch,computer,expenditure,income,english,read,math
68379,San Ysidro Elementary,San Diego,KK-08,4142,201,35.5625,81.506500244140625,569,5342.2333984375,6.61299991607666,80.42008972167969,620.4000244140625,628.70001220703125
68221,National Elementary,SAN DIEGO,KK-06,6639,304.7300109863281,26.841400146484375,100,505,5339.39111328125,8.42300033569336,58.08103561401367,631.5,636.70001220703125
68395,South Bay Union Elementary,San Diego,KK-06,10218,508.75,17.42020034790039,70.806396484375,1435,5518.7021484375,10.602470397949219,41.13329315185547,638.5999755859375,644.29998779296875
68205,Lemon Grove Elementary,San Diego,KK-08,4612,232.97000122070313,17.47610092163086,65.91500091552734,601,5124.83642578125,12.82699966430664,16.652212142944336,647.70001220703125,643.4000244140625
68023,Chula Vista Elementary,San Diego,KK-06,21338,1051.5799560546875,13.22719955444336,45.994998931884766,2889,5123.47412109375,14.298299789428711,34.337799072265625,645,649.5
68098,Escondido Union Elementary,San Diego,KK-08,18255,903.760009765625,11.221699714660645,58.53310012817383,2001,5081.169921875,15.29379940032959,39.59463119506836,645,651
68437,Vallecitos Elementary,san_diego,KK-08,235,13.699999809265137,6.808499813079834,67.23400115966797,51,5621.68798828125,16.62299919128418,39.574466705322266,643.4000244140625,654
68155,Jamul-Dulzura Union Elementary,SAN DIEGO,KK-08,1221,61.599998474121094,4.340700149536133,25.307100296020508,250,5169.81494140625,19.025999069213867,7.289107322692871,656.79998779296875,648.9000244140625
68189,Lakeside Union Elementary,SAN DIEGO,KK-08,4928,229.1999969482422,8.541999816894531,25.888500213623047,618,5139.9375,14.623000144958496,5.925324440002441,653.5,656.20001220703125
67991,Cajon Valley Union Elementary,San Diego,KK-08,19294,924.57000732421875,18.931900024414063,50.97079849243164,2401,5280.0234375,15.684654235839844,16.663211822509766,657.5999755859375,656.4000244140625
68197,La Mesa-Spring Valley,San Diego,KK-08,14708,700.94000244140625,13.530099868774414,45.7234001159668,1962,4969.51123046875,18.319875717163086,12.680174827575684,664.5,667.4000244140625
68361,Santee Elementary,san_diego,KK-08,8432,360.5,6.392300128936768,22.98390007019043,0,5397.689453125,14.09766674041748,4.969165325164795,663.70001220703125,669.5
67967,Alpine Union Elementary,san diego,KK-08,2272,108.75,4.049300193786621,16.065099716186523,307,5182.36572265625,17.332000732421875,1.3204225301742554,667.70001220703125,666.5999755859375
68163,Julian Union Elementary,San Diego,KK-08,451,25,8.647500038146973,11.751700401306152,75,5700.40234375,16.320999145507813,3.991130828857422,672.70001220703125,664.5
68007,Cardiff Elementary,SAN DIEGO,KK-06,900,50.75,2.101799964904785,24.336299896240234,145,5191.83447265625,21.966999053955078,20.66666603088379,668.79998779296875,668.5
67975,Bonsall Union Elementary,san_diego,KK-08,1457,73.12999725341797,5.9822998046875,42.9640007019043,0,5627.52783203125,19.996999740600586,27.453672409057617,666.20001220703125,671.5999755859375
68049,Dehesa Elementary,San Diego,KK-06,188,9,6.382999897003174,36.70209884643555,41,6002.07177734375,18.798999786376953,4.787234306335449,673.20001220703125,666.5
68353,San Pasqual Union Elementary,san diego,KK-08,379,23.100000381469727,2.902400016784668,22.16360092163086,29,5133.8271484375,15.180000305175781,22.691293716430664,670.5,676.5999755859375
68080,Encinitas Union Elementary,San Diego,KK-06,5259,262.2300109863281,2.395900011062622,19.091100692749023,701,5281.708984375,23.80609893798828,15.059897422790527,679,678.5999755859375
68387,Solana Beach Elementary,San Diego,KK-06,2542,146.3000030517578,0.8260999917984009,9.677399635314941,404,6604.06396484375,27.947750091552734,10.385522842407227,687.70001220703125,695
68056,Del Mar Union Elementary,SAN DIEGO,KK-06,2106,115.30000305175781,1.7094000577926636,2.611599922180176,300,5838.171875,38.628570556640625,2.421652317047119,695.0999755859375,695.29998779296875
