district,school,county,grades,students,teachers,calworks,lunch,computer,expenditure,income,english,read,math
66860,Ophir Elementary,PLACER,KK-08,223,11.5,1.7544000148773193,17.543899536132813,60,4980.29443359375,18.625999450683594,0,651.79998779296875,650
66787,Auburn Union Elementary,placer,KK-08,2903,138.1199951171875,11.126399993896484,34.44710159301758,192,5431.17724609375,16.27199935913086,3.169135332107544,662,649.0999755859375
66910,Roseville City Elementary,placer,KK-08,5714,277.6700134277344,10.534299850463867,30.06909942626953,489,4981.3876953125,18.02955436706543,8.662933349609375,664.29998779296875,659.5
66795,Colfax Elementary,Placer,KK-08,507,26.649999618530273,13.203900337219238,37.087398529052734,60,5358.326171875,14.010000228881836,0,667.0999755859375,658.4000244140625
66761,Ackerman Elementary,Placer,KK-08,309,15.5,4.207099914550781,32.686100006103516,85,4700.43212890625,16.27199935913086,1.9417475461959839,671.29998779296875,657
66837,Foresthill Union Elementary,placer,KK-08,762,35.5,10.810799598693848,30.373199462890625,54,5143.1904296875,12.430999755859375,0,663.0999755859375,665.79998779296875
75085,Rocklin Unified,PLACER,KK-08,6423,306.3800048828125,2.9298999309539795,14.265999794006348,855,4792.21142578125,17.6200008392334,1.4479215145111084,671.4000244140625,671.79998779296875
66845,Loomis Union Elementary,Placer,KK-08,1862,89.089996337890625,2.829699993133545,21.08919906616211,231,4632.068359375,21.56599998474121,0.26852846145629883,673.0999755859375,670.70001220703125
66886,Placer Hills Union Elementary,Placer,KK-08,1452,70.5,2.4260001182556152,10.414199829101563,183,5028.5615234375,17.6560001373291,0,679.5999755859375,664.20001220703125
66779,Alta-Dutch Flat Union Elementary,Placer,KK-08,208,11,9.389699935913086,32.863800048828125,21,5388.17041015625,13.442999839782715,0,680.5,666.5999755859375
66852,Newcastle Elementary,Placer,KK-08,326,16.280000686645508,4.29449987411499,11.042900085449219,42,4854.0380859375,18.625999450683594,0,673.29998779296875,679.9000244140625
