district,school,county,grades,students,teachers,calworks,lunch,computer,expenditure,income,english,read,math
68999,Ravenswood City Elementary,san_mateo,KK-08,5370,280,19.571699142456055,81.11730194091797,562,4559.1767578125,22.059999465942383,65.51210021972656,624.4000244140625,630.0999755859375
68858,Bayshore Elementary,San Mateo,KK-08,460,24.219999313354492,10.593199729919434,66.94920349121094,71,4993.86767578125,13.725000381469727,17.173913955688477,633.20001220703125,642.70001220703125
68916,Jefferson Elementary,San Mateo,KK-08,7761,361,6.491199970245361,44.476600646972656,658,4907.41064453125,15.029874801635742,15.48769474029541,644.20001220703125,642.79998779296875
69005,Redwood City Elementary,SAN MATEO,KK-08,9328,537.8800048828125,7.487500190734863,39.036800384521484,1719,5360.51708984375,25.487333297729492,50.85763168334961,644.5,643.9000244140625
68874,Brisbane Elementary,san_mateo,KK-08,649,35.125,3.852099895477295,19.568599700927734,155,5671.6572265625,17.78033447265625,6.933744430541992,658.70001220703125,654.4000244140625
69013,San Bruno Park Elementary,san mateo,KK-08,2770,140.11000061035156,3.610100030899048,25.559600830078125,296,4806.76171875,18.33799934387207,11.949459075927734,659.70001220703125,655.5999755859375
68973,Millbrae Elementary,san mateo,KK-08,2325,115.30000305175781,2.881700038909912,15.655900001525879,302,4890.98681640625,21.11050033569336,22.709678649902344,662,660.9000244140625
68932,Laguna Salada Union Elementary,SAN MATEO,KK-08,3772,178.05999755859375,3.371999979019165,18.387800216674805,529,4941.78759765625,18.544221878051758,5.249204635620117,665.4000244140625,658.29998779296875
69039,San Mateo-Foster City Elementary,San Mateo,KK-08,10619,565.510009765625,2.5383999347686768,28.37660026550293,1150,5374.05029296875,25.029619216918945,18.457481384277344,665.9000244140625,664
69021,San Carlos Elementary,San Mateo,KK-08,2536,127.11000061035156,2.0327999591827393,2.0327999591827393,343,4504.294921875,27.81599998474121,2.4447948932647705,676.0999755859375,668
68866,Belmont-Redwood Shores Elementary,san mateo,KK-08,2528,138.30999755859375,1.3421000242233276,2.4456000328063965,482,5729.904296875,25.621999740600586,3.678797483444214,675,671.5
68882,Burlingame Elementary,san_mateo,KK-08,2392,127.22000122070313,1.4213999509811401,6.270899772644043,439,5429.4736328125,35.810001373291016,17.725751876831055,682.4000244140625,684.29998779296875
68965,Menlo Park City Elementary,SAN MATEO,KK-08,1940,111.81999969482422,0.4124000072479248,3.9175000190734863,265,6180.14892578125,49.93899917602539,6.1340203285217285,693.70001220703125,690.0999755859375
69088,Woodside Elementary,SAN MATEO,KK-08,478,32.869998931884766,0,0,112,7711.5068359375,35.34199905395508,3.765690326690674,701.29998779296875,689.29998779296875
68908,Hillsborough City Elementary,San Mateo,KK-08,1318,87.05999755859375,0.1517000049352646,0,412,7593.40576171875,35.810001373291016,2.807283878326416,695.4000244140625,701.0999755859375
68981,Portola Valley Elementary,San Mateo,KK-08,687,44.59000015258789,0.30489999055862427,0,209,7217.26318359375,50.676998138427734,1.1644833087921143,698.29998779296875,699.9000244140625
68957,Las Lomitas Elementary,San Mateo,KK-08,984,59.72999954223633,0.10159999877214432,3.5569000244140625,195,7290.3388671875,28.716999053955078,5.995934963226318,700.9000244140625,707.70001220703125
