district,school,county,grades,students,teachers,calworks,lunch,computer,expenditure,income,english,read,math
63008,Rio Dell Elementary,Humboldt,KK-08,329,18.530000686645508,28.915700912475586,85.54219818115234,37,5462.8994140625,10.628999710083008,6.0790276527404785,644.29998779296875,626.0999755859375
62737,Cuddeback Union Elementary,HUMBOLDT,KK-08,149,8.5,19.46310043334961,59.06039810180664,30,5182.42822265625,10.333000183105469,0,656.79998779296875,633.70001220703125
62703,Blue Lake Union Elementary,Humboldt,KK-08,220,13.390000343322754,19.130399703979492,52.17390060424805,48,5960.46435546875,11.972000122070313,0,658,633.0999755859375
62984,Peninsula Union Elementary,Humboldt,KK-08,133,7.550000190734863,25,72.14289855957031,25,5811.68994140625,13.335000038146973,0,644.29998779296875,647.20001220703125
63032,South Bay Union Elementary,Humboldt,KK-06,575,35.099998474121094,26.434799194335938,59.130401611328125,59,5504.025390625,14.227999687194824,8.17391300201416,654.5999755859375,646.5
62802,Fortuna Union Elementary,Humboldt,KK-08,780,41.150001525878906,16.539400100708008,50.76340103149414,75,5261.37060546875,14.196999549865723,3.846153974533081,662,640.79998779296875
63016,Rohnerville Elementary,Humboldt,KK-08,577,29.950000762939453,20.33609962463379,46.05039978027344,134,4882.23681640625,14.196999549865723,0,657.20001220703125,647.5
62927,Loleta Union Elementary,humboldt,KK-08,168,11.010000228881836,29.16670036315918,63.69049835205078,30,5653.45361328125,12.501999855041504,12.5,655.9000244140625,651.79998779296875
63057,Trinidad Union Elementary,Humboldt,KK-08,160,8.699999809265137,16.091999053955078,36.78160095214844,37,6168.2294921875,14.074000358581543,0,672.79998779296875,642.20001220703125
63024,Scotia Union Elementary,humboldt,KK-08,370,19.799999237060547,6.5040998458862305,36.31439971923828,56,4385.2294921875,12.173999786376953,0.5405405759811401,664,652.70001220703125
62745,Cutten Elementary,humboldt,KK-06,515,27.350000381469727,16.116500854492188,26.213600158691406,58,5190.31005859375,14.208999633789063,0,660.20001220703125,666.79998779296875
62679,Arcata Elementary,humboldt,KK-08,966,47.959999084472656,20.958099365234375,47.30540084838867,114,5318.24072265625,11.833999633789063,0.6211180090904236,674,654.5999755859375
62828,Freshwater Elementary,humboldt,KK-06,245,12.550000190734863,8.979599952697754,13.061200141906738,30,6732.06640625,15.571999549865723,0,672.20001220703125,662.70001220703125
62794,Fieldbrook Elementary,Humboldt,KK-08,129,6.599999904632568,13.953499794006348,27.131799697875977,17,5195.9189453125,11.833999633789063,0,670.0999755859375,669.5
62885,Hydesville Elementary,humboldt,KK-08,162,8.399999618530273,16.9591007232666,33.91809844970703,23,5210.724609375,10.642999649047852,0,679.79998779296875,663.5999755859375
62976,Pacific Union Elementary,HUMBOLDT,KK-08,594,33.18000030517578,12.268899917602539,25.37820053100586,75,5371.1728515625,11.833999633789063,1.6835017204284668,683,668.4000244140625
62893,Jacoby Creek Elementary,HUMBOLDT,KK-08,383,20.450000762939453,6.005199909210205,10.18280029296875,49,5351.52294921875,15.380999565124512,0,682.9000244140625,673.20001220703125
